iata_code,name,municipality,iso_region,iso_country,continent,latitude_deg,longitude_deg,elevation_ft
BGC,Bragança Airport,Bragança,PT-04,PT,EU,41.8578,-6.70713,2241
BGF,Bangui M'Poko International Airport,Bangui,CF-MP,CF,AF,4.398479939,18.51880074,1208
BGG,Bingöl Airport,Bingöl,TR-12,TR,AS,38.860131,40.594489,3506
BGI,Grantley Adams International Airport,Bridgetown,BB-01,BB,NA,13.0746,-59.4925,169
BGK,Big Creek Airport,Big Creek,BZ-SC,BZ,NA,16.519369,-88.407913,22
BGM,Greater Binghamton/Edwin A Link field,Binghamton,US-NY,US,NA,42.20869827,-75.97979736,1636
BGO,"Bergen Airport, Flesland",Bergen,NO-46,NO,EU,60.2934,5.21814,170
BGR,Bangor International Airport,Bangor,US-ME,US,NA,44.8074,-68.828102,192
BGW,Baghdad International Airport / New Al Muthana Air Base,Baghdad,IQ-BG,IQ,AS,33.262501,44.2346,114
BGY,Milan Bergamo Airport / Antonio Locatelli Air Base,Orio al Serio (BG),IT-25,IT,EU,45.670725,9.709223,782
BHB,Hancock County-Bar Harbor Airport,Bar Harbor,US-ME,US,NA,44.45000076,-68.3615036,83
BHD,George Best Belfast City Airport,Belfast,GB-NIR,GB,EU,54.618099,-5.8725,15
BHE,Woodbourne Airport,Blenheim,NZ-MBH,NZ,OC,-41.5182991,173.8699951,109
BHH,Bisha Airport,Bisha,SA-14,SA,AS,19.9844,42.620899,3887
BHI,Comandante Espora Airport,Bahía Blanca,AR-B,AR,SA,-38.725,-62.1693,246
BHJ,Bhuj Airport,Bhuj,IN-GJ,IN,AS,23.28779984,69.67019653,268
BHK,Bukhara International Airport,Bukhara,UZ-BU,UZ,AS,39.775002,64.483299,751
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,US-AL,US,NA,33.562901,-86.753502,650
BHO,Raja Bhoj International Airport,Bhopal,IN-MP,IN,AS,23.28750038,77.33740234,1711
BHQ,Broken Hill Airport,Broken Hill,AU-NSW,AU,OC,-32.00139999,141.4720001,958
BHR,Bharatpur Airport,Bharatpur,NP-P3,NP,AS,27.678101,84.429398,600
BHS,Bathurst Airport,Bathurst,AU-NSW,AU,OC,-33.406817,149.651161,2435
BHU,Bhavnagar Airport,Bhavnagar,IN-GJ,IN,AS,21.75219917,72.18520355,44
BHV,Bahawalpur Airport,Bahawalpur,PK-PB,PK,AS,29.34810066,71.71800232,392
BHX,Birmingham Airport,"Birmingham, West Midlands",GB-ENG,GB,EU,52.453899,-1.74803,327
BHY,Beihai Fucheng Airport,Beihai (Yinhai),CN-45,CN,AS,21.5394,109.293999,75
BIA,Bastia-Poretta Airport,Bastia/Poretta,FR-COR,FR,EU,42.55270004,9.483730316,26
BIC,Aérodrome de Belle Île,Bangor,FR-BRE,FR,EU,47.325256,-3.201255,171
BID,Block Island State Airport,Block Island,US-RI,US,NA,41.168446,-71.578631,108
BIH,Eastern Sierra Regional Airport,Bishop,US-CA,US,NA,37.3731,-118.363998,4124
BII,Enyu Airfield,Bikini Atoll,MH-BIK,MH,OC,11.5225,165.565002,
BIK,Frans Kaisiepo Airport,Biak,ID-PA,ID,AS,-1.19002,136.108002,46
BIL,Billings Logan International Airport,Billings,US-MT,US,NA,45.807701,-108.542999,3652
BIM,South Bimini Airport,South Bimini,BS-BI,BS,NA,25.69989967,-79.26470184,10
BIO,Bilbao Airport,Bilbao,ES-PV,ES,EU,43.301102,-2.91061,138
BIQ,Biarritz-Anglet-Bayonne Airport,Biarritz/Anglet/Bayonne,FR-NAQ,FR,EU,43.468333,-1.531111,245
BIR,Biratnagar Airport,Biratnagar,NP-P1,NP,AS,26.48150063,87.26399994,236
BIS,Bismarck Municipal Airport,Bismarck,US-ND,US,NA,46.77270126,-100.7460022,1661
BJA,Soummam–Abane Ramdane Airport,Béjaïa,DZ-06,DZ,AF,36.711952,5.069804,20
BJB,Bojnord Airport,Bojnord,IR-28,IR,AS,37.49300003,57.30820084,3499
BJC,Rocky Mountain Metropolitan Airport,Denver,US-CO,US,NA,39.908798,-105.116997,5673
BJF,Båtsfjord Airport,Båtsfjord,NO-56,NO,EU,70.60025,29.692612,490
BJL,Banjul International Airport,Yundum,GM-W,GM,AF,13.338,-16.652201,95
BJM,Bujumbura Melchior Ndadaye International Airport,Bujumbura,BI-BM,BI,AF,-3.32402,29.318501,2582
BJR,Bahir Dar Airport,Bahir Dar,ET-AM,ET,AF,11.6081,37.321602,5978
BJT,Bentota River Waterdrome,Bentota,LK-1,LK,AS,6.431,79.996,
BJV,Milas Bodrum International Airport,Bodrum,TR-48,TR,AS,37.250599,27.664301,21
BJX,Del Bajío International Airport,Silao,MX-GUA,MX,NA,20.992695,-101.480284,5956
BJZ,Badajoz Airport,Badajoz,ES-EX,ES,EU,38.8913,-6.82133,609
BKC,Buckland Airport,Buckland,US-AK,US,NA,65.981598,-161.149002,31
BKF,Lake Brooks Seaplane Base,Katmai National Park,US-AK,US,NA,58.554798,-155.776993,36
BKG,Branson Airport,Branson,US-MO,US,NA,36.532082,-93.200544,1302
BKI,Kota Kinabalu International Airport,Kota Kinabalu,MY-12,MY,AS,5.932743,116.049324,10
BKK,Suvarnabhumi Airport,Bangkok,TH-10,TH,AS,13.68109989,100.7470016,5
BKM,Bakalalan Airport,Bakalalan,MY-13,MY,AS,3.974,115.617996,2900
BKN,Balkanabat Airport,Balkanabat,TM-B,TM,AS,39.480598,54.366001,5
BKO,Modibo Keita International Airport,Bamako,ML-2,ML,AF,12.5335,-7.94994,1247
BKQ,Blackall Airport,Blackall,AU-QLD,AU,OC,-24.431678,145.429716,928
BKS,Fatmawati Soekarno Airport,Bengkulu,ID-BE,ID,AS,-3.8637,102.338997,50
BKW,Raleigh County Memorial Airport,Beaver,US-WV,US,NA,37.7873,-81.124199,2504
BKZ,Bukoba Airport,Bukoba,TZ-05,TZ,AF,-1.332,31.8212,3784
BLA,General José Antonio Anzoategui International Airport,Barcelona,VE-B,VE,SA,10.111111,-64.692222,30
BLB,Panamá Pacífico International Airport,Panamá City,PA-10,PA,NA,8.91479,-79.599602,52
BLD,Boulder City Municipal Airport,Boulder City,US-NV,US,NA,35.947161,-114.858799,2201
BLE,Dala Airport,Borlange,SE-W,SE,EU,60.422001,15.5152,503
BLI,Bellingham International Airport,Bellingham,US-WA,US,NA,48.7928009,-122.538002,170
BLJ,Batna Mostefa Ben Boulaid Airport,Batna,DZ-05,DZ,AF,35.752102,6.30859,2697
BLL,Billund Airport,Billund,DK-83,DK,EU,55.740335,9.157019,247
BLQ,Bologna Guglielmo Marconi Airport,Bologna,IT-45,IT,EU,44.5354,11.2887,123
BLR,Kempegowda International Airport,Bangalore,IN-KA,IN,AS,13.1979,77.706299,3000
BLV,Scott AFB/Midamerica Airport,Belleville,US-IL,US,NA,38.5452,-89.835197,459
BLW,Beledweyne Airport,Beledweyne,SO-HI,SO,AF,4.766976,45.2388,559
BLZ,Chileka International Airport,Blantyre,MW-BL,MW,AF,-15.67910004,34.97399902,2555
BMA,Stockholm-Bromma Airport,Stockholm,SE-AB,SE,EU,59.35440063,17.94169998,47
BME,Broome International Airport,Broome,AU-WA,AU,OC,-17.948789,122.227407,56
BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington/Normal,US-IL,US,NA,40.4771,-88.915901,871
BMK,Borkum Airport,Borkum,DE-NI,DE,EU,53.59639,6.709167,3
BMO,Banmaw Airport,Banmaw,MM-11,MM,AS,24.27044,97.2476,370
BMR,Baltrum Airport,Baltrum,DE-NI,DE,EU,53.72485,7.373257,7
BMU,Sultan Muhammad Salahuddin Airport,"Palibelo, Bima",ID-NB,ID,AS,-8.537184,118.685002,3
BMV,Buon Ma Thuot Airport,Buon Ma Thuot,VN-CH,VN,AS,12.66829968,108.1200027,1729
BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,DZ-52,DZ,AF,21.3778,0.92698,1303
BMY,Île Art - Waala Airport,Waala,NC-02,NC,OC,-19.720521,163.661077,306
BNA,Nashville International Airport,Nashville,US-TN,US,NA,36.1245,-86.6782,599
BNB,Boende Airport,Boende,CD-TU,CD,AF,-0.286652,20.883551,1168
BND,Bandar Abbas International Airport,Bandar Abbas,IR-22,IR,AS,27.21829987,56.37779999,22
BNE,Brisbane International Airport,Brisbane,AU-QLD,AU,OC,-27.38419914,153.1170044,13
BNI,Benin Airport,Benin,NG-ED,NG,AF,6.316979885,5.599500179,258
BNK,Ballina Byron Gateway Airport,Ballina,AU-NSW,AU,OC,-28.833236,153.561471,7
BNN,"Brønnøysund Airport, Brønnøy",Brønnøy,NO-18,NO,EU,65.461098,12.2175,25
BNS,Barinas Airport,Barinas,VE-E,VE,SA,8.615,-70.214167,615
BNX,Banja Luka International Airport,Mahovljani,BA-SRP,BA,EU,44.941399,17.297501,400
BNY,Bellona/Anua Airport,Anua,SB-RB,SB,OC,-11.30222222,159.7983333,60
BOB,Bora Bora Airport,Motu Mute,PF-U-A,PF,OC,-16.44440079,-151.7510071,10
BOC,Bocas del Toro International Airport,Isla Colón,PA-1,PA,NA,9.34085,-82.250801,10
BOD,Bordeaux-Mérignac Airport,Bordeaux/Mérignac,FR-NAQ,FR,EU,44.8283,-0.715556,162
BOG,El Dorado International Airport,Bogota,CO-DC,CO,SA,4.70159,-74.1469,8361
BOH,Bournemouth Airport,Bournemouth,GB-ENG,GB,EU,50.780483,-1.839576,38
BOI,Boise Air Terminal/Gowen Field,Boise,US-ID,US,NA,43.5644,-116.223,2871
BOJ,Burgas Airport,Burgas,BG-02,BG,EU,42.569917,27.515173,135
BOM,Chhatrapati Shivaji International Airport,Mumbai,IN-MM,IN,AS,19.08869934,72.86789703,39
BON,Flamingo International Airport,Kralendijk,BQ-BO,BQ,NA,12.131,-68.268501,20
BOO,Bodø Airport,Bodø,NO-18,NO,EU,67.269203,14.3653,42
BOR,Bokeo International Airport,Ton Phueng,LA-BK,LA,AS,20.323986,100.165392,1175
BOS,Logan International Airport,Boston,US-MA,US,NA,42.36197,-71.0079,20
BOT,Bosset Airport,Bosset,PG-WPD,PG,OC,-7.237257,141.1063222,80
BOY,Bobo Dioulasso Airport,Bobo Dioulasso,BF-HOU,BF,AF,11.16009998,-4.33096981,1511
BPE,Qinhuangdao Beidaihe Airport,Qinhuangdao (Changli),CN-13,CN,AS,39.666384,119.061384,46
BPL,Bole Alashankou Airport,Bole,CN-65,CN,AS,44.895461,82.30007,1253
BPN,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,Balikpapan,ID-KI,ID,AS,-1.268342,116.89452,12
BPS,Porto Seguro Airport,Porto Seguro,BR-BA,BR,SA,-16.438426,-39.080584,169
BPT,Jack Brooks Regional Airport,Beaumont/Port Arthur,US-TX,US,NA,29.9508,-94.020699,15
BPX,Qamdo Bangda Airport,Bangda,CN-54,CN,AS,30.55360031,97.10829926,14219
BPY,Besalampy Airport,Besalampy,MG-M,MG,AF,-16.74453,44.482484,125
BQB,Busselton Margaret River Regional Airport,Busselton,AU-WA,AU,OC,-33.688423,115.401596,55
BQG,Bogorodskoye Airport,Bogorodskoye,RU-KHA,RU,AS,52.381041,140.449378,150
BQJ,Batagay Airport,Batagay,RU-SA,RU,AS,67.648003,134.695007,696
BQK,Brunswick Golden Isles Airport,Brunswick,US-GA,US,NA,31.258801,-81.466499,26
BQL,Boulia Airport,,AU-QLD,AU,OC,-22.91329956,139.8999939,542
BQN,Rafael Hernández International Airport,Aguadilla,PR-U-A,PR,NA,18.4949,-67.129402,237
BQS,Ignatyevo Airport,Blagoveschensk,RU-AMU,RU,AS,50.42539978,127.4120026,638
BQT,Brest Airport,Brest,BY-BR,BY,EU,52.108299,23.8981,468
BQU,J F Mitchell Airport,Bequia,VC-06,VC,NA,12.9884,-61.262001,15
BRA,Dom Ricardo Weberberger Airport,Barreiras,BR-BA,BR,SA,-12.0789,-45.008999,2451
BRB,Barreirinhas National Airport,Barreirinhas,BR-MA,BR,SA,-2.756644,-42.803187,40
BRC,San Carlos de Bariloche Airport,San Carlos de Bariloche,AR-R,AR,SA,-41.151199,-71.157501,2774
BRD,Brainerd Lakes Regional Airport,Brainerd,US-MN,US,NA,46.402861,-94.129727,1232
BRE,Bremen Airport,Bremen,DE-HB,DE,EU,53.046786,8.78932,14
BRI,Bari Karol Wojtyła International Airport,Bari,IT-75,IT,EU,41.138901,16.760599,193
BRK,Bourke Airport,,AU-NSW,AU,OC,-30.03919983,145.9519958,352
BRL,Southeast Iowa Regional Airport,Burlington,US-IA,US,NA,40.78319931,-91.12550354,698
BRM,Barquisimeto International Airport,Barquisimeto,VE-K,VE,SA,10.042747,-69.35862,2042
BRN,Bern Airport,Bern,CH-BE,CH,EU,46.912868,7.498512,1671
BRO,Brownsville South Padre Island International Airport,Brownsville,US-TX,US,NA,25.90679932,-97.42590332,22
BRQ,Brno-Tuřany Airport,Brno,CZ-JM,CZ,EU,49.15129852,16.69440079,778
BRR,Barra Airport,Eoligarry,GB-SCT,GB,EU,57.0228,-7.44306,5
BRS,Bristol Airport,Bristol,GB-ENG,GB,EU,51.382702,-2.71909,622
BRU,Brussels Airport,Zaventem,BE-VBR,BE,EU,50.901402,4.48444,175
BRW,Wiley Post Will Rogers Memorial Airport,Utqiaġvik,US-AK,US,NA,71.285402,-156.766008,44
BRX,Maria Montez International Airport,Barahona,DO-04,DO,NA,18.25149918,-71.12039948,10
BSA,Bosaso / Bender Qassim International Airport,Bosaso,SO-BR,SO,AF,11.275235,49.139231,3
BSB,Presidente Juscelino Kubitschek International Airport,Brasília,BR-DF,BR,SA,-15.869167,-47.920834,3497
BSC,José Celestino Mutis Airport,Bahía Solano,CO-CHO,CO,SA,6.20292,-77.3947,80
BSD,Baoshan Yunrui Airport,Baoshan (Longyang),CN-53,CN,AS,25.053301,99.168297,5453
BSG,Bata Airport,Bata,GQ-LI,GQ,AF,1.90547,9.80568,13
BSK,Biskra - Mohamed Khider Airport,Biskra,DZ-07,DZ,AF,34.793301,5.73823,289
BSL,EuroAirport Basel-Mulhouse-Freiburg,Saint-Louis,FR-GES,FR,EU,47.60068,7.521117,885
BSO,Basco Airport,Basco,PH-BTN,PH,AS,20.4513,121.980003,291
BSR,Basra International Airport,Basra,IQ-BA,IQ,AS,30.549101,47.662102,11
BSX,Pathein Airport,Pathein,MM-07,MM,AS,16.815201,94.7799,20
BTC,Batticaloa Airport,Batticaloa,LK-5,LK,AS,7.70576,81.678802,20
BTH,Hang Nadim International Airport,Batam,ID-KR,ID,AS,1.12103,104.119003,126
BTI,Barter Island Long Range Radar Station Airport,Barter Island,US-AK,US,NA,70.134003,-143.582001,2
BTJ,Sultan Iskandar Muda International Airport,Banda Aceh,ID-AC,ID,AS,5.525087,95.41997,65
BTK,Bratsk Airport,Bratsk,RU-IRK,RU,AS,56.37060165,101.697998,1610
BTM,Bert Mooney Airport,Butte,US-MT,US,NA,45.95479965,-112.4970016,5550
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,US-LA,US,NA,30.533199,-91.149597,70
BTS,M. R. Štefánik Airport,Bratislava,SK-BL,SK,EU,48.1702,17.2127,436
BTT,Bettles Airport,Bettles,US-AK,US,NA,66.913902,-151.529007,647
BTU,Bintulu Airport,Bintulu,MY-13,MY,AS,3.123850107,113.0199966,74
BTV,Burlington International Airport,South Burlington,US-VT,US,NA,44.471901,-73.153297,335
BTW,Bersujud Airport,Batu Licin,ID-KS,ID,AS,-3.41241,115.995003,3
BUA,Buka Airport,Buka Island,PG-NSB,PG,OC,-5.422319889,154.6730042,11
BUC,Burketown Airport,,AU-QLD,AU,OC,-17.74860001,139.5339966,21
BUD,Budapest Liszt Ferenc International Airport,Budapest,HU-BU,HU,EU,47.43018,19.262393,495
BUF,Buffalo Niagara International Airport,Buffalo,US-NY,US,NA,42.940498,-78.732201,728
BUI,Bokondini Airport,Bokondini,ID-PP,ID,AS,-3.68455,138.677437,4550
BUN,Gerardo Tobar López Airport,Buenaventura,CO-VAC,CO,SA,3.81963,-76.9898,48
BUQ,Joshua Mqabuko Nkomo International Airport,Bulawayo,ZW-BU,ZW,AF,-20.021254,28.626296,4359
BUR,Hollywood Burbank Airport,Burbank,US-CA,US,NA,34.197703,-118.356378,778
BUS,Batumi International Airport,Batumi,GE-AJ,GE,AS,41.610298,41.599701,105
BUT,Bathpalathang Airport,Jakar,BT-33,BT,AS,27.5622,90.7471,8485
BUU,Muara Bungo Airport,Muara Bungo,ID-JA,ID,AS,-1.541635,102.181613,192
BUX,Bunia Airport,Bunia,CD-IT,CD,AF,1.565743,30.220685,4045
BUZ,Bushehr Airport,Bushehr,IR-18,IR,AS,28.94479942,50.83459854,68
BVA,Paris-Beauvais Airport,Tillé,FR-HDF,FR,EU,49.454399,2.11278,359
BVB,Atlas Brasil Cantanhede Airport,Boa Vista,BR-RR,BR,SA,2.845855,-60.690944,276
BVC,Rabil Airport,Rabil,CV-B,CV,AF,16.1364994,-22.88890076,69
BVE,Brive-Souillac Airport,Brive la Gaillarde,FR-NAQ,FR,EU,45.039722,1.485556,1016
BVG,Berlevåg Airport,Berlevåg,NO-56,NO,EU,70.871517,29.034097,42
BVH,Brigadeiro Camarão Airport,Vilhena,BR-RO,BR,SA,-12.6944,-60.098301,2018
BVI,Birdsville Airport,,AU-QLD,AU,OC,-25.89749908,139.3480072,159
BVJ,Bovanenkovo Airport,Bovanenkovo,RU-YAN,RU,AS,70.315278,68.333611,24
BVS,Breves Airport,Breves,BR-PA,BR,SA,-1.63653,-50.4436,98
BWA,Gautam Buddha International Airport,Siddharthanagar (Bhairahawa),NP-P5,NP,AS,27.505328,83.412594,358
BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US-MD,US,NA,39.1754,-76.668297,146
BWK,Brač Airport,Gornji Humac,HR-17,HR,EU,43.284454,16.678362,1776
BWN,Brunei International Airport,Bandar Seri Begawan,BN-BM,BN,AS,4.9442,114.928001,73
BWO,Balakovo Airport,Balakovo,RU-SAR,RU,AS,51.858299,47.745602,95
BWT,Wynyard Airport,Burnie,AU-TAS,AU,OC,-40.997039,145.726,62
BWX,Banyuwangi Airport,"Rogojampi, Banyuwangi",ID-JI,ID,AS,-8.31015,114.3401,112
BXG,Bendigo Airport,,AU-VIC,AU,OC,-36.739399,144.330002,705
BXH,Balkhash Airport,Balkhash,KZ-KAR,KZ,AS,46.894246,75.004533,1446
BXR,Bam Airport,Bam,IR-08,IR,AS,29.0842,58.450001,3231
BXT,LNG Badak Airport,Bontang-Borneo Island,ID-KI,ID,AS,0.121656,117.476558,49
BXU,Bancasi Airport,Butuan,PH-BTC,PH,AS,8.9515,125.4788,141
BYK,Bouaké Airport,Bouaké,CI-VB,CI,AF,7.7388,-5.07367,1230
BYM,Carlos Manuel de Cespedes Airport,Bayamo,CU-12,CU,NA,20.3964,-76.621399,203
BYN,Bayankhongor Airport,Bayankhongor,MN-069,MN,AS,46.16329956,100.7040024,6085
BYO,Bonito Airport,Bonito,BR-MS,BR,SA,-21.2473,-56.452399,1180
BYR,Læsø Airport,Læsø,DK-81,DK,EU,57.277199,11.0001,25
BYW,Blakely Island Airport,Blakely Island,US-WA,US,NA,48.579162,-122.823844,66
BZE,Philip S. W. Goldson International Airport,Belize City,BZ-BZ,BZ,NA,17.539951,-88.303556,15
BZG,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,PL-KP,PL,EU,53.096802,17.977699,235
BZI,Balıkesir Airport,Balıkesir,TR-10,TR,AS,39.619301,27.926001,340
BZK,Bryansk Airport,Bryansk,RU-BRY,RU,EU,53.214199,34.176399,663
BZL,Barisal Airport,Barisal,BD-1,BD,AS,22.8010006,90.30120087,23
BZN,Bozeman Yellowstone International Airport,Bozeman,US-MT,US,NA,45.7775,-111.153,4473
BZO,Bolzano Airport,Bolzano (BZ),IT-32,IT,EU,46.460201,11.3264,789
BZR,Béziers-Vias Airport,Béziers/Vias,FR-OCC,FR,EU,43.323502,3.3539,56
BZV,Maya-Maya Airport,Brazzaville,CG-12,CG,AF,-4.251699924,15.25300026,1048
BZX,Bazhong Enyang Airport,Bazhong (Enyang),CN-51,CN,AS,31.73842,106.644872,1804
CAB,Cabinda Airport,Cabinda,AO-CAB,AO,AF,-5.596990108,12.18840027,66
CAC,Coronel Adalberto Mendes da Silva Airport,Cascavel,BR-PR,BR,SA,-25.000323,-53.501208,2481
CAE,Columbia Metropolitan Airport,Columbia,US-SC,US,NA,33.938801,-81.119499,236
CAF,Carauari Airport,Carauari,BR-AM,BR,SA,-4.871473,-66.897552,355
CAG,Cagliari Elmas Airport,Cagliari,IT-88,IT,EU,39.251499,9.05428,13
CAH,Cà Mau Airport,Ca Mau City,VN-SW,VN,AS,9.177667,105.177778,6
CAI,Cairo International Airport,Cairo,EG-C,EG,AF,30.111534,31.396694,322
CAJ,Canaima Airport,Canaima,VE-F,VE,SA,6.231989,-62.85485,1450
CAK,Akron Canton Regional Airport,Akron,US-OH,US,NA,40.91609955,-81.44219971,1228
CAL,Campbeltown Airport,Campbeltown,GB-SCT,GB,EU,55.43719864,-5.686389923,42
CAN,Guangzhou Baiyun International Airport,Guangzhou (Huadu),CN-44,CN,AS,23.392401,113.299004,50
CAP,Cap Haitien International Airport,Cap Haitien,HT-ND,HT,NA,19.726734,-72.199576,10
CAT,Cascais Airport,Cascais,PT-11,PT,EU,38.724998,-9.35523,325
CAU,Caruaru Airport,Caruaru,BR-PE,BR,SA,-8.28239,-36.0135,1891
CAW,Bartolomeu Lisandro Airport,Campos dos Goytacazes,BR-RJ,BR,SA,-21.698299,-41.301701,59
CAY,Cayenne – Félix Eboué Airport,Matoury,GF-CY,GF,SA,4.819964,-52.361326,26
CAZ,Cobar Airport,,AU-NSW,AU,OC,-31.53829956,145.7940063,724
CBB,Jorge Wilsterman International Airport,Cochabamba,BO-C,BO,SA,-17.42110062,-66.17710114,8360
CBH,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,DZ-08,DZ,AF,31.64570045,-2.269860029,2661
CBO,Cotabato (Awang) Airport,Datu Odin Sinsuat,PH-MDN,PH,AS,7.164753,124.209938,189
CBQ,Margaret Ekpo International Airport,Calabar,NG-CR,NG,AF,4.976019859,8.347200394,210
CBR,Canberra Airport,Canberra,AU-ACT,AU,OC,-35.3069,149.195007,1886
CBT,Catumbela Airport,Catumbela,AO-BGU,AO,AF,-12.4792,13.4869,23
CCA,Chimore Airport,Chimore,BO-C,BO,SA,-16.976834,-65.145568,875
CCC,Jardines Del Rey Airport,Cayo Coco,CU-08,CU,NA,22.46100044,-78.32839966,13
CCF,Carcassonne Airport,Carcassonne/Salvaza,FR-OCC,FR,EU,43.216,2.30632,433
CCJ,Calicut International Airport,Calicut,IN-KL,IN,AS,11.1368,75.955299,342
CCK,Cocos (Keeling) Islands Airport,West Island,CC-U-A,CC,AS,-12.19134,96.833696,10
CCM,Forquilhinha - Criciúma  Airport,Criciúma,BR-SC,BR,SA,-28.725743,-49.424475,92
CCP,Carriel Sur Airport,Concepcion,CL-BI,CL,SA,-36.772701,-73.063103,26
CCR,Buchanan Field,Concord,US-CA,US,NA,37.9897,-122.056999,26
CCS,Maiquetía Simón Bolívar International Airport,Maiquetía,VE-X,VE,SA,10.601194,-66.991222,234
CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,IN-WB,IN,AS,22.654699,88.446701,16
CCV,Craig Cove Airport,Craig Cove,VU-MAP,VU,OC,-16.264999,167.923996,69
CCZ,Chub Cay Airport,Chub Cay,BS-NS,BS,NA,25.417101,-77.880898,5
CDB,Cold Bay Airport,Cold Bay,US-AK,US,NA,55.207871,-162.725029,96
CDC,Cedar City Regional Airport,Cedar City,US-UT,US,NA,37.70100021,-113.098999,5622
CDE,Chengde Puning Airport,Chengde,CN-13,CN,AS,41.1225,118.073889,
CDG,Charles de Gaulle International Airport,"Paris (Roissy-en-France, Val-d'Oise)",FR-IDF,FR,EU,49.012798,2.55,392
CDP,Kadapa Airport,Kadapa,IN-AP,IN,AS,14.513154,78.769183,430
CDR,Chadron Municipal Airport,Chadron,US-NE,US,NA,42.837601,-103.095001,3297
CDT,Castellón-Costa Azahar Airport,Castellón de la Plana,ES-VC,ES,EU,40.213889,0.073333,1182
CDV,Merle K (Mudhole) Smith Airport,Cordova,US-AK,US,NA,60.491798,-145.477997,54
CEB,Mactan Cebu International Airport,Lapu-Lapu City,PH-CEB,PH,AS,10.309261,123.97974,31
CEC,Jack Mc Namara Field Airport,Crescent City,US-CA,US,NA,41.778929,-124.236403,61
CED,Ceduna Airport,,AU-SA,AU,OC,-32.13059998,133.7100067,77
CEE,Cherepovets Airport,Cherepovets,RU-VLG,RU,EU,59.27360153,38.01580048,377
CEI,Mae Fah Luang - Chiang Rai International Airport,Chiang Rai,TH-57,TH,AS,19.952299,99.882896,1280
CEK,Chelyabinsk Balandino Airport,Chelyabinsk,RU-CHE,RU,EU,55.305801,61.5033,769
CEL,Canela Airport,Canela,BR-RS,BR,SA,-29.370091,-50.831729,2746
CEM,Central Airport,Central,US-AK,US,NA,65.573815,-144.780707,937
CEN,Ciudad Obregón International Airport,Ciudad Obregón,MX-SON,MX,NA,27.39259911,-109.8330002,243
CEZ,Cortez Municipal Airport,Cortez,US-CO,US,NA,37.303001,-108.627998,5918
CFB,Cabo Frio Airport,Cabo Frio,BR-RJ,BR,SA,-22.921485,-42.071874,22
CFE,Clermont-Ferrand Auvergne Airport,"Aulnat, Puy-de-Dôme",FR-ARA,FR,EU,45.786701,3.16917,1090
CFG,Jaime Gonzalez Airport,Cienfuegos,CU-06,CU,NA,22.14999962,-80.41419983,102
CFK,Chlef Aboubakr Belkaid International Airport,Chlef,DZ-02,DZ,AF,36.217166,1.342237,463
CFN,Donegal Airport,Donegal,IE-DL,IE,EU,55.0442009,-8.340999603,30
CFR,Caen-Carpiquet Airport,"Carpiquet, Calvados",FR-NOR,FR,EU,49.17678,-0.454883,256
CFS,Coffs Harbour Airport,Coffs Harbour,AU-NSW,AU,OC,-30.320601,153.115997,18
CFU,Corfu Ioannis Kapodistrias International Airport,Kerkyra (Corfu),GR-F,GR,EU,39.602024,19.912038,6
CGA,Craig Seaplane Base,Craig,US-AK,US,NA,55.478802,-133.147995,
CGB,Marechal Rondon Airport,Cuiabá,BR-MT,BR,SA,-15.6529,-56.116699,617
CGD,Changde Taohuayuan Airport,Changde (Dingcheng),CN-43,CN,AS,28.9189,111.639999,128
CGH,Congonhas Airport,São Paulo,BR-SP,BR,SA,-23.627657,-46.654601,2631
CGI,Cape Girardeau Regional Airport,Cape Girardeau,US-MO,US,NA,37.2253,-89.570801,342
CGK,Soekarno-Hatta International Airport,Jakarta,ID-BT,ID,AS,-6.12556982,106.6559982,34
CGM,Camiguin Airport,Mambajao,PH-CAM,PH,AS,9.253894,124.709115,53
CGN,Cologne Bonn Airport,Köln (Cologne),DE-NW,DE,EU,50.865898,7.14274,302
CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,CN-41,CN,AS,34.526497,113.849165,495
CGP,Shah Amanat International Airport,Chattogram (Chittagong),BD-2,BD,AS,22.249599,91.813301,12
CGQ,Changchun Longjia International Airport,Changchun,CN-22,CN,AS,43.996201,125.684998,706
CGR,Campo Grande Airport,Campo Grande,BR-MS,BR,SA,-20.469998,-54.673988,1833
CGY,Laguindingan International Airport,Laguindingan,PH-MSR,PH,AS,8.612203,124.456496,190
CHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,US-TN,US,NA,35.035301,-85.203796,683
CHC,Christchurch International Airport,Christchurch,NZ-CAN,NZ,OC,-43.489029,172.532065,123
